,Country/Region,Province/State,Lat,Long,date,confirmed,deaths,recovered
5487,China,Henan,33.882,113.614,2/18/20,1257,19,522
5488,China,Henan,33.882,113.614,2/19/20,1262,19,573
5489,China,Henan,33.882,113.614,2/20/20,1265,19,637
5490,China,Henan,33.882,113.614,2/21/20,1267,19,736
5491,China,Henan,33.882,113.614,2/22/20,1270,19,830
5492,China,Henan,33.882,113.614,2/23/20,1271,19,868
5493,China,Henan,33.882,113.614,2/24/20,1271,19,943
5494,China,Henan,33.882,113.614,2/25/20,1271,19,1002
5495,China,Henan,33.882,113.614,2/26/20,1271,19,1033
5496,China,Henan,33.882,113.614,2/27/20,1272,20,1068
5497,China,Henan,33.882,113.614,2/28/20,1272,20,1112
5498,China,Henan,33.882,113.614,2/29/20,1272,21,1170
5499,China,Henan,33.882,113.614,3/1/20,1272,22,1198
5500,China,Henan,33.882,113.614,3/2/20,1272,22,1205
5501,China,Henan,33.882,113.614,3/3/20,1272,22,1231
5502,China,Henan,33.882,113.614,3/4/20,1272,22,1234
5503,China,Henan,33.882,113.614,3/5/20,1272,22,1239
5504,China,Henan,33.882,113.614,3/6/20,1272,22,1244
5505,China,Henan,33.882,113.614,3/7/20,1272,22,1244
5506,China,Henan,33.882,113.614,3/8/20,1272,22,1247
5507,China,Henan,33.882,113.614,3/9/20,1272,22,1247
5508,China,Henan,33.882,113.614,3/10/20,1272,22,1247
5509,China,Henan,33.882,113.614,3/11/20,1273,22,1249
5510,China,Henan,33.882,113.614,3/12/20,1273,22,1249
5511,China,Henan,33.882,113.614,3/13/20,1273,22,1249
5512,China,Henan,33.882,113.614,3/14/20,1273,22,1250
5513,China,Henan,33.882,113.614,3/15/20,1273,22,1250
5514,China,Henan,33.882,113.614,3/16/20,1273,22,1250
5515,China,Henan,33.882,113.614,3/17/20,1273,22,1250
5516,China,Henan,33.882,113.614,3/18/20,1273,22,1250
5517,China,Henan,33.882,113.614,3/19/20,1273,22,1250
5518,China,Henan,33.882,113.614,3/20/20,1273,22,1250
5519,China,Henan,33.882,113.614,3/21/20,1273,22,1250
5520,China,Henan,33.882,113.614,3/22/20,1274,22,1250
5521,China,Henan,33.882,113.614,3/23/20,1274,22,1250
5522,China,Henan,33.882,113.614,3/24/20,1274,22,1250
5523,China,Henan,33.882,113.614,3/25/20,1274,22,1250
5524,China,Henan,33.882,113.614,3/26/20,1275,22,1250
5525,China,Henan,33.882,113.614,3/27/20,1275,22,1250
5526,China,Henan,33.882,113.614,3/28/20,1275,22,1251
5527,China,Henan,33.882,113.614,3/29/20,1276,22,1251
5528,China,Henan,33.882,113.614,3/30/20,1276,22,1251
5529,China,Henan,33.882,113.614,3/31/20,1276,22,1251
5530,China,Henan,33.882,113.614,4/1/20,1276,22,1251
5531,China,Henan,33.882,113.614,4/2/20,1276,22,1251
5532,China,Henan,33.882,113.614,4/3/20,1276,22,1251
5533,China,Henan,33.882,113.614,4/4/20,1276,22,1251
5534,China,Henan,33.882,113.614,4/5/20,1276,22,1251
5535,China,Henan,33.882,113.614,4/6/20,1276,22,1252
5536,China,Henan,33.882,113.614,4/7/20,1276,22,1252
5537,China,Henan,33.882,113.614,4/8/20,1276,22,1252
5538,China,Henan,33.882,113.614,4/9/20,1276,22,1252
5539,China,Henan,33.882,113.614,4/10/20,1276,22,1252
5540,China,Henan,33.882,113.614,4/11/20,1276,22,1252
5541,China,Henan,33.882,113.614,4/12/20,1276,22,1253
5542,China,Henan,33.882,113.614,4/13/20,1276,22,1253
5543,China,Henan,33.882,113.614,4/14/20,1276,22,1254
5544,China,Henan,33.882,113.614,4/15/20,1276,22,1254
5545,China,Henan,33.882,113.614,4/16/20,1276,22,1254
5546,China,Henan,33.882,113.614,4/17/20,1276,22,1254
5547,China,Henan,33.882,113.614,4/18/20,1276,22,1254
5548,China,Henan,33.882,113.614,4/19/20,1276,22,1254
5549,China,Henan,33.882,113.614,4/20/20,1276,22,1254
5550,China,Henan,33.882,113.614,4/21/20,1276,22,1254
5551,China,Hong Kong,22.3,114.2,1/22/20,0,0,0
5552,China,Hong Kong,22.3,114.2,1/23/20,2,0,0
5553,China,Hong Kong,22.3,114.2,1/24/20,2,0,0
5554,China,Hong Kong,22.3,114.2,1/25/20,5,0,0
5555,China,Hong Kong,22.3,114.2,1/26/20,8,0,0
5556,China,Hong Kong,22.3,114.2,1/27/20,8,0,0
5557,China,Hong Kong,22.3,114.2,1/28/20,8,0,0
5558,China,Hong Kong,22.3,114.2,1/29/20,10,0,0
5559,China,Hong Kong,22.3,114.2,1/30/20,10,0,0
5560,China,Hong Kong,22.3,114.2,1/31/20,12,0,0
5561,China,Hong Kong,22.3,114.2,2/1/20,13,0,0
5562,China,Hong Kong,22.3,114.2,2/2/20,15,0,0
5563,China,Hong Kong,22.3,114.2,2/3/20,15,0,0
5564,China,Hong Kong,22.3,114.2,2/4/20,17,1,0
5565,China,Hong Kong,22.3,114.2,2/5/20,21,1,0
5566,China,Hong Kong,22.3,114.2,2/6/20,24,1,0
5567,China,Hong Kong,22.3,114.2,2/7/20,25,1,0
5568,China,Hong Kong,22.3,114.2,2/8/20,26,1,0
5569,China,Hong Kong,22.3,114.2,2/9/20,29,1,0
5570,China,Hong Kong,22.3,114.2,2/10/20,38,1,0
5571,China,Hong Kong,22.3,114.2,2/11/20,49,1,0
5572,China,Hong Kong,22.3,114.2,2/12/20,50,1,1
5573,China,Hong Kong,22.3,114.2,2/13/20,53,1,1
5574,China,Hong Kong,22.3,114.2,2/14/20,56,1,1
5575,China,Hong Kong,22.3,114.2,2/15/20,56,1,1
5576,China,Hong Kong,22.3,114.2,2/16/20,57,1,2
5577,China,Hong Kong,22.3,114.2,2/17/20,60,1,2
5578,China,Hong Kong,22.3,114.2,2/18/20,62,1,2
5579,China,Hong Kong,22.3,114.2,2/19/20,63,2,5
5580,China,Hong Kong,22.3,114.2,2/20/20,68,2,6
5581,China,Hong Kong,22.3,114.2,2/21/20,68,2,5
5582,China,Hong Kong,22.3,114.2,2/22/20,69,2,6
5583,China,Hong Kong,22.3,114.2,2/23/20,74,2,11
5584,China,Hong Kong,22.3,114.2,2/24/20,79,2,19
5585,China,Hong Kong,22.3,114.2,2/25/20,84,2,19
5586,China,Hong Kong,22.3,114.2,2/26/20,91,2,24
5587,China,Hong Kong,22.3,114.2,2/27/20,92,2,24
5588,China,Hong Kong,22.3,114.2,2/28/20,94,2,30
5589,China,Hong Kong,22.3,114.2,2/29/20,95,2,33
5590,China,Hong Kong,22.3,114.2,3/1/20,96,2,36
5591,China,Hong Kong,22.3,114.2,3/2/20,100,2,36
5592,China,Hong Kong,22.3,114.2,3/3/20,100,2,37
5593,China,Hong Kong,22.3,114.2,3/4/20,105,2,37
5594,China,Hong Kong,22.3,114.2,3/5/20,105,2,43
5595,China,Hong Kong,22.3,114.2,3/6/20,107,2,46
5596,China,Hong Kong,22.3,114.2,3/7/20,108,2,51
5597,China,Hong Kong,22.3,114.2,3/8/20,114,3,58
5598,China,Hong Kong,22.3,114.2,3/9/20,115,3,59
5599,China,Hong Kong,22.3,114.2,3/10/20,120,3,65
5600,China,Hong Kong,22.3,114.2,3/11/20,126,3,65
5601,China,Hong Kong,22.3,114.2,3/12/20,129,3,67
5602,China,Hong Kong,22.3,114.2,3/13/20,134,4,77
5603,China,Hong Kong,22.3,114.2,3/14/20,140,4,78
5604,China,Hong Kong,22.3,114.2,3/15/20,145,4,81
5605,China,Hong Kong,22.3,114.2,3/16/20,155,4,84
5606,China,Hong Kong,22.3,114.2,3/17/20,162,4,88
5607,China,Hong Kong,22.3,114.2,3/18/20,181,4,92
5608,China,Hong Kong,22.3,114.2,3/19/20,208,4,95
5609,China,Hong Kong,22.3,114.2,3/20/20,256,4,98
5610,China,Hong Kong,22.3,114.2,3/21/20,273,4,98
5611,China,Hong Kong,22.3,114.2,3/22/20,317,4,100
5612,China,Hong Kong,22.3,114.2,3/23/20,356,4,100
5613,China,Hong Kong,22.3,114.2,3/24/20,386,4,101
5614,China,Hong Kong,22.3,114.2,3/25/20,410,4,102
5615,China,Hong Kong,22.3,114.2,3/26/20,453,4,110
5616,China,Hong Kong,22.3,114.2,3/27/20,519,4,110
5617,China,Hong Kong,22.3,114.2,3/28/20,561,4,112
5618,China,Hong Kong,22.3,114.2,3/29/20,641,4,112
5619,China,Hong Kong,22.3,114.2,3/30/20,682,4,123
5620,China,Hong Kong,22.3,114.2,3/31/20,714,4,128
5621,China,Hong Kong,22.3,114.2,4/1/20,765,4,147
5622,China,Hong Kong,22.3,114.2,4/2/20,802,4,147
5623,China,Hong Kong,22.3,114.2,4/3/20,845,4,173
5624,China,Hong Kong,22.3,114.2,4/4/20,862,4,173
5625,China,Hong Kong,22.3,114.2,4/5/20,890,4,206
5626,China,Hong Kong,22.3,114.2,4/6/20,914,4,216
5627,China,Hong Kong,22.3,114.2,4/7/20,935,4,216
5628,China,Hong Kong,22.3,114.2,4/8/20,960,4,264
5629,China,Hong Kong,22.3,114.2,4/9/20,973,4,293
5630,China,Hong Kong,22.3,114.2,4/10/20,989,4,309
5631,China,Hong Kong,22.3,114.2,4/11/20,1000,4,336
5632,China,Hong Kong,22.3,114.2,4/12/20,1004,4,360
5633,China,Hong Kong,22.3,114.2,4/13/20,1009,4,360
5634,China,Hong Kong,22.3,114.2,4/14/20,1012,4,434
5635,China,Hong Kong,22.3,114.2,4/15/20,1017,4,459
5636,China,Hong Kong,22.3,114.2,4/16/20,1017,4,485
5637,China,Hong Kong,22.3,114.2,4/17/20,1021,4,533
5638,China,Hong Kong,22.3,114.2,4/18/20,1024,4,568
5639,China,Hong Kong,22.3,114.2,4/19/20,1025,4,602
5640,China,Hong Kong,22.3,114.2,4/20/20,1025,4,630
5641,China,Hong Kong,22.3,114.2,4/21/20,1029,4,650
5642,China,Hubei,30.9756,112.2707,1/22/20,444,17,28
5643,China,Hubei,30.9756,112.2707,1/23/20,444,17,28
5644,China,Hubei,30.9756,112.2707,1/24/20,549,24,31
5645,China,Hubei,30.9756,112.2707,1/25/20,761,40,32
5646,China,Hubei,30.9756,112.2707,1/26/20,1058,52,42
5647,China,Hubei,30.9756,112.2707,1/27/20,1423,76,45
5648,China,Hubei,30.9756,112.2707,1/28/20,3554,125,80
5649,China,Hubei,30.9756,112.2707,1/29/20,3554,125,88
5650,China,Hubei,30.9756,112.2707,1/30/20,4903,162,90
5651,China,Hubei,30.9756,112.2707,1/31/20,5806,204,141
5652,China,Hubei,30.9756,112.2707,2/1/20,7153,249,168
5653,China,Hubei,30.9756,112.2707,2/2/20,11177,350,295
5654,China,Hubei,30.9756,112.2707,2/3/20,13522,414,386
5655,China,Hubei,30.9756,112.2707,2/4/20,16678,479,522
5656,China,Hubei,30.9756,112.2707,2/5/20,19665,549,633
5657,China,Hubei,30.9756,112.2707,2/6/20,22112,618,817
5658,China,Hubei,30.9756,112.2707,2/7/20,24953,699,1115
5659,China,Hubei,30.9756,112.2707,2/8/20,27100,780,1439
5660,China,Hubei,30.9756,112.2707,2/9/20,29631,871,1795
5661,China,Hubei,30.9756,112.2707,2/10/20,31728,974,2222
5662,China,Hubei,30.9756,112.2707,2/11/20,33366,1068,2639
5663,China,Hubei,30.9756,112.2707,2/12/20,33366,1068,2686
5664,China,Hubei,30.9756,112.2707,2/13/20,48206,1310,3459
5665,China,Hubei,30.9756,112.2707,2/14/20,54406,1457,4774
5666,China,Hubei,30.9756,112.2707,2/15/20,56249,1596,5623
5667,China,Hubei,30.9756,112.2707,2/16/20,58182,1696,6639
5668,China,Hubei,30.9756,112.2707,2/17/20,59989,1789,7862
5669,China,Hubei,30.9756,112.2707,2/18/20,61682,1921,9128
5670,China,Hubei,30.9756,112.2707,2/19/20,62031,2029,10337
5671,China,Hubei,30.9756,112.2707,2/20/20,62442,2144,11788
5672,China,Hubei,30.9756,112.2707,2/21/20,62662,2144,11881
5673,China,Hubei,30.9756,112.2707,2/22/20,64084,2346,15299
5674,China,Hubei,30.9756,112.2707,2/23/20,64084,2346,15343
5675,China,Hubei,30.9756,112.2707,2/24/20,64287,2495,16748
5676,China,Hubei,30.9756,112.2707,2/25/20,64786,2563,18971
5677,China,Hubei,30.9756,112.2707,2/26/20,65187,2615,20969
5678,China,Hubei,30.9756,112.2707,2/27/20,65596,2641,23383
5679,China,Hubei,30.9756,112.2707,2/28/20,65914,2682,26403
5680,China,Hubei,30.9756,112.2707,2/29/20,66337,2727,28993
5681,China,Hubei,30.9756,112.2707,3/1/20,66907,2761,31536
5682,China,Hubei,30.9756,112.2707,3/2/20,67103,2803,33934
5683,China,Hubei,30.9756,112.2707,3/3/20,67217,2835,36208
5684,China,Hubei,30.9756,112.2707,3/4/20,67332,2871,38557
5685,China,Hubei,30.9756,112.2707,3/5/20,67466,2902,40592
5686,China,Hubei,30.9756,112.2707,3/6/20,67592,2931,42033
5687,China,Hubei,30.9756,112.2707,3/7/20,67666,2959,43500
5688,China,Hubei,30.9756,112.2707,3/8/20,67707,2986,45235
5689,China,Hubei,30.9756,112.2707,3/9/20,67743,3008,46488
5690,China,Hubei,30.9756,112.2707,3/10/20,67760,3024,47743
5691,China,Hubei,30.9756,112.2707,3/11/20,67773,3046,49134
5692,China,Hubei,30.9756,112.2707,3/12/20,67781,3056,50318
5693,China,Hubei,30.9756,112.2707,3/13/20,67786,3062,51553
5694,China,Hubei,30.9756,112.2707,3/14/20,67790,3075,52960
5695,China,Hubei,30.9756,112.2707,3/15/20,67794,3085,54288
5696,China,Hubei,30.9756,112.2707,3/16/20,67798,3099,55142
5697,China,Hubei,30.9756,112.2707,3/17/20,67799,3111,56003
5698,China,Hubei,30.9756,112.2707,3/18/20,67800,3122,56927
5699,China,Hubei,30.9756,112.2707,3/19/20,67800,3130,57682
5700,China,Hubei,30.9756,112.2707,3/20/20,67800,3133,58382
5701,China,Hubei,30.9756,112.2707,3/21/20,67800,3139,58946
5702,China,Hubei,30.9756,112.2707,3/22/20,67800,3153,59433
5703,China,Hubei,30.9756,112.2707,3/23/20,67800,3153,59879
5704,China,Hubei,30.9756,112.2707,3/24/20,67801,3160,60324
5705,China,Hubei,30.9756,112.2707,3/25/20,67801,3163,60811
5706,China,Hubei,30.9756,112.2707,3/26/20,67801,3169,61201
5707,China,Hubei,30.9756,112.2707,3/27/20,67801,3174,61732
5708,China,Hubei,30.9756,112.2707,3/28/20,67801,3177,62098
5709,China,Hubei,30.9756,112.2707,3/29/20,67801,3182,62570
5710,China,Hubei,30.9756,112.2707,3/30/20,67801,3186,62889
5711,China,Hubei,30.9756,112.2707,3/31/20,67801,3187,63153
5712,China,Hubei,30.9756,112.2707,4/1/20,67802,3193,63326
5713,China,Hubei,30.9756,112.2707,4/2/20,67802,3199,63471
5714,China,Hubei,30.9756,112.2707,4/3/20,67802,3203,63612
5715,China,Hubei,30.9756,112.2707,4/4/20,67803,3207,63762
5716,China,Hubei,30.9756,112.2707,4/5/20,67803,3210,63945
5717,China,Hubei,30.9756,112.2707,4/6/20,67803,3212,64014
5718,China,Hubei,30.9756,112.2707,4/7/20,67803,3212,64073
5719,China,Hubei,30.9756,112.2707,4/8/20,67803,3213,64142
5720,China,Hubei,30.9756,112.2707,4/9/20,67803,3215,64187
5721,China,Hubei,30.9756,112.2707,4/10/20,67803,3216,64236
5722,China,Hubei,30.9756,112.2707,4/11/20,67803,3219,64264
5723,China,Hubei,30.9756,112.2707,4/12/20,67803,3219,64281
5724,China,Hubei,30.9756,112.2707,4/13/20,67803,3221,64338
5725,China,Hubei,30.9756,112.2707,4/14/20,67803,3221,64363
5726,China,Hubei,30.9756,112.2707,4/15/20,67803,3222,64402
5727,China,Hubei,30.9756,112.2707,4/16/20,67803,3222,64435
5728,China,Hubei,30.9756,112.2707,4/17/20,68128,4512,63487
5729,China,Hubei,30.9756,112.2707,4/18/20,68128,4512,63494
5730,China,Hubei,30.9756,112.2707,4/19/20,68128,4512,63507
5731,China,Hubei,30.9756,112.2707,4/20/20,68128,4512,63511
5732,China,Hubei,30.9756,112.2707,4/21/20,68128,4512,63514
5733,China,Hunan,27.6104,111.7088,1/22/20,4,0,0
5734,China,Hunan,27.6104,111.7088,1/23/20,9,0,0
5735,China,Hunan,27.6104,111.7088,1/24/20,24,0,0
5736,China,Hunan,27.6104,111.7088,1/25/20,43,0,0
5737,China,Hunan,27.6104,111.7088,1/26/20,69,0,0
5738,China,Hunan,27.6104,111.7088,1/27/20,100,0,0
5739,China,Hunan,27.6104,111.7088,1/28/20,143,0,0
5740,China,Hunan,27.6104,111.7088,1/29/20,221,0,0
5741,China,Hunan,27.6104,111.7088,1/30/20,277,0,2
5742,China,Hunan,27.6104,111.7088,1/31/20,332,0,2
5743,China,Hunan,27.6104,111.7088,2/1/20,389,0,8
5744,China,Hunan,27.6104,111.7088,2/2/20,463,0,16
5745,China,Hunan,27.6104,111.7088,2/3/20,521,0,22
5746,China,Hunan,27.6104,111.7088,2/4/20,593,0,31
5747,China,Hunan,27.6104,111.7088,2/5/20,661,0,54
5748,China,Hunan,27.6104,111.7088,2/6/20,711,0,81
5749,China,Hunan,27.6104,111.7088,2/7/20,772,0,112
5750,China,Hunan,27.6104,111.7088,2/8/20,803,1,156
5751,China,Hunan,27.6104,111.7088,2/9/20,838,1,186
5752,China,Hunan,27.6104,111.7088,2/10/20,879,1,208
5753,China,Hunan,27.6104,111.7088,2/11/20,912,1,247
5754,China,Hunan,27.6104,111.7088,2/12/20,946,2,304
5755,China,Hunan,27.6104,111.7088,2/13/20,968,2,339
5756,China,Hunan,27.6104,111.7088,2/14/20,988,2,364
5757,China,Hunan,27.6104,111.7088,2/15/20,1001,2,425
5758,China,Hunan,27.6104,111.7088,2/16/20,1004,3,464
5759,China,Hunan,27.6104,111.7088,2/17/20,1006,3,498
5760,China,Hunan,27.6104,111.7088,2/18/20,1007,4,527
5761,China,Hunan,27.6104,111.7088,2/19/20,1008,4,561
5762,China,Hunan,27.6104,111.7088,2/20/20,1010,4,634
5763,China,Hunan,27.6104,111.7088,2/21/20,1011,4,661
5764,China,Hunan,27.6104,111.7088,2/22/20,1013,4,692
5765,China,Hunan,27.6104,111.7088,2/23/20,1016,4,714
5766,China,Hunan,27.6104,111.7088,2/24/20,1016,4,731
5767,China,Hunan,27.6104,111.7088,2/25/20,1016,4,768
5768,China,Hunan,27.6104,111.7088,2/26/20,1016,4,783
5769,China,Hunan,27.6104,111.7088,2/27/20,1017,4,804
5770,China,Hunan,27.6104,111.7088,2/28/20,1017,4,830
5771,China,Hunan,27.6104,111.7088,2/29/20,1018,4,846
5772,China,Hunan,27.6104,111.7088,3/1/20,1018,4,866
5773,China,Hunan,27.6104,111.7088,3/2/20,1018,4,887
5774,China,Hunan,27.6104,111.7088,3/3/20,1018,4,906
5775,China,Hunan,27.6104,111.7088,3/4/20,1018,4,916
5776,China,Hunan,27.6104,111.7088,3/5/20,1018,4,938
5777,China,Hunan,27.6104,111.7088,3/6/20,1018,4,955
5778,China,Hunan,27.6104,111.7088,3/7/20,1018,4,960
5779,China,Hunan,27.6104,111.7088,3/8/20,1018,4,968
5780,China,Hunan,27.6104,111.7088,3/9/20,1018,4,979
5781,China,Hunan,27.6104,111.7088,3/10/20,1018,4,990
5782,China,Hunan,27.6104,111.7088,3/11/20,1018,4,995
5783,China,Hunan,27.6104,111.7088,3/12/20,1018,4,999
5784,China,Hunan,27.6104,111.7088,3/13/20,1018,4,1005
5785,China,Hunan,27.6104,111.7088,3/14/20,1018,4,1014
5786,China,Hunan,27.6104,111.7088,3/15/20,1018,4,1014
5787,China,Hunan,27.6104,111.7088,3/16/20,1018,4,1014
5788,China,Hunan,27.6104,111.7088,3/17/20,1018,4,1014
5789,China,Hunan,27.6104,111.7088,3/18/20,1018,4,1014
5790,China,Hunan,27.6104,111.7088,3/19/20,1018,4,1014
5791,China,Hunan,27.6104,111.7088,3/20/20,1018,4,1014
5792,China,Hunan,27.6104,111.7088,3/21/20,1018,4,1014
5793,China,Hunan,27.6104,111.7088,3/22/20,1018,4,1014
5794,China,Hunan,27.6104,111.7088,3/23/20,1018,4,1014
5795,China,Hunan,27.6104,111.7088,3/24/20,1018,4,1014
5796,China,Hunan,27.6104,111.7088,3/25/20,1018,4,1014
5797,China,Hunan,27.6104,111.7088,3/26/20,1018,4,1014
5798,China,Hunan,27.6104,111.7088,3/27/20,1018,4,1014
5799,China,Hunan,27.6104,111.7088,3/28/20,1018,4,1014
5800,China,Hunan,27.6104,111.7088,3/29/20,1018,4,1014
5801,China,Hunan,27.6104,111.7088,3/30/20,1018,4,1014
5802,China,Hunan,27.6104,111.7088,3/31/20,1018,4,1014
5803,China,Hunan,27.6104,111.7088,4/1/20,1018,4,1014
5804,China,Hunan,27.6104,111.7088,4/2/20,1019,4,1014
5805,China,Hunan,27.6104,111.7088,4/3/20,1019,4,1014
5806,China,Hunan,27.6104,111.7088,4/4/20,1019,4,1014
5807,China,Hunan,27.6104,111.7088,4/5/20,1019,4,1014
5808,China,Hunan,27.6104,111.7088,4/6/20,1019,4,1014
5809,China,Hunan,27.6104,111.7088,4/7/20,1019,4,1014
5810,China,Hunan,27.6104,111.7088,4/8/20,1019,4,1014
5811,China,Hunan,27.6104,111.7088,4/9/20,1019,4,1014
5812,China,Hunan,27.6104,111.7088,4/10/20,1019,4,1014
5813,China,Hunan,27.6104,111.7088,4/11/20,1019,4,1014
5814,China,Hunan,27.6104,111.7088,4/12/20,1019,4,1014
5815,China,Hunan,27.6104,111.7088,4/13/20,1019,4,1014
5816,China,Hunan,27.6104,111.7088,4/14/20,1019,4,1014
5817,China,Hunan,27.6104,111.7088,4/15/20,1019,4,1014
5818,China,Hunan,27.6104,111.7088,4/16/20,1019,4,1014
5819,China,Hunan,27.6104,111.7088,4/17/20,1019,4,1014
5820,China,Hunan,27.6104,111.7088,4/18/20,1019,4,1015
5821,China,Hunan,27.6104,111.7088,4/19/20,1019,4,1015
5822,China,Hunan,27.6104,111.7088,4/20/20,1019,4,1015
5823,China,Hunan,27.6104,111.7088,4/21/20,1019,4,1015
5824,China,Inner Mongolia,44.0935,113.9448,1/22/20,0,0,0
5825,China,Inner Mongolia,44.0935,113.9448,1/23/20,0,0,0
5826,China,Inner Mongolia,44.0935,113.9448,1/24/20,1,0,0
5827,China,Inner Mongolia,44.0935,113.9448,1/25/20,7,0,0
5828,China,Inner Mongolia,44.0935,113.9448,1/26/20,7,0,0
5829,China,Inner Mongolia,44.0935,113.9448,1/27/20,11,0,0
5830,China,Inner Mongolia,44.0935,113.9448,1/28/20,15,0,0
5831,China,Inner Mongolia,44.0935,113.9448,1/29/20,16,0,0
5832,China,Inner Mongolia,44.0935,113.9448,1/30/20,19,0,0
5833,China,Inner Mongolia,44.0935,113.9448,1/31/20,20,0,1
5834,China,Inner Mongolia,44.0935,113.9448,2/1/20,23,0,1
5835,China,Inner Mongolia,44.0935,113.9448,2/2/20,27,0,1
5836,China,Inner Mongolia,44.0935,113.9448,2/3/20,34,0,1
5837,China,Inner Mongolia,44.0935,113.9448,2/4/20,35,0,1
5838,China,Inner Mongolia,44.0935,113.9448,2/5/20,42,0,3
5839,China,Inner Mongolia,44.0935,113.9448,2/6/20,46,0,4
5840,China,Inner Mongolia,44.0935,113.9448,2/7/20,50,0,5
5841,China,Inner Mongolia,44.0935,113.9448,2/8/20,52,0,5
5842,China,Inner Mongolia,44.0935,113.9448,2/9/20,54,0,5
5843,China,Inner Mongolia,44.0935,113.9448,2/10/20,58,0,5
5844,China,Inner Mongolia,44.0935,113.9448,2/11/20,58,0,5
5845,China,Inner Mongolia,44.0935,113.9448,2/12/20,60,0,6
5846,China,Inner Mongolia,44.0935,113.9448,2/13/20,61,0,6
5847,China,Inner Mongolia,44.0935,113.9448,2/14/20,65,0,6
5848,China,Inner Mongolia,44.0935,113.9448,2/15/20,68,0,7
5849,China,Inner Mongolia,44.0935,113.9448,2/16/20,70,0,8
5850,China,Inner Mongolia,44.0935,113.9448,2/17/20,72,0,8
5851,China,Inner Mongolia,44.0935,113.9448,2/18/20,73,0,8
5852,China,Inner Mongolia,44.0935,113.9448,2/19/20,75,0,10
5853,China,Inner Mongolia,44.0935,113.9448,2/20/20,75,0,16
5854,China,Inner Mongolia,44.0935,113.9448,2/21/20,75,0,17
5855,China,Inner Mongolia,44.0935,113.9448,2/22/20,75,0,26
5856,China,Inner Mongolia,44.0935,113.9448,2/23/20,75,0,27
5857,China,Inner Mongolia,44.0935,113.9448,2/24/20,75,0,34
5858,China,Inner Mongolia,44.0935,113.9448,2/25/20,75,0,35
5859,China,Inner Mongolia,44.0935,113.9448,2/26/20,75,0,38
5860,China,Inner Mongolia,44.0935,113.9448,2/27/20,75,0,43
5861,China,Inner Mongolia,44.0935,113.9448,2/28/20,75,0,45
5862,China,Inner Mongolia,44.0935,113.9448,2/29/20,75,0,49
5863,China,Inner Mongolia,44.0935,113.9448,3/1/20,75,0,52
5864,China,Inner Mongolia,44.0935,113.9448,3/2/20,75,0,54
5865,China,Inner Mongolia,44.0935,113.9448,3/3/20,75,1,59
5866,China,Inner Mongolia,44.0935,113.9448,3/4/20,75,1,63
5867,China,Inner Mongolia,44.0935,113.9448,3/5/20,75,1,65
5868,China,Inner Mongolia,44.0935,113.9448,3/6/20,75,1,65
5869,China,Inner Mongolia,44.0935,113.9448,3/7/20,75,1,67
5870,China,Inner Mongolia,44.0935,113.9448,3/8/20,75,1,70
5871,China,Inner Mongolia,44.0935,113.9448,3/9/20,75,1,70
5872,China,Inner Mongolia,44.0935,113.9448,3/10/20,75,1,70
5873,China,Inner Mongolia,44.0935,113.9448,3/11/20,75,1,71
5874,China,Inner Mongolia,44.0935,113.9448,3/12/20,75,1,71
5875,China,Inner Mongolia,44.0935,113.9448,3/13/20,75,1,71
5876,China,Inner Mongolia,44.0935,113.9448,3/14/20,75,1,71
5877,China,Inner Mongolia,44.0935,113.9448,3/15/20,75,1,71
5878,China,Inner Mongolia,44.0935,113.9448,3/16/20,75,1,73
5879,China,Inner Mongolia,44.0935,113.9448,3/17/20,75,1,73
5880,China,Inner Mongolia,44.0935,113.9448,3/18/20,75,1,73
5881,China,Inner Mongolia,44.0935,113.9448,3/19/20,75,1,74
5882,China,Inner Mongolia,44.0935,113.9448,3/20/20,75,1,74
5883,China,Inner Mongolia,44.0935,113.9448,3/21/20,75,1,74
5884,China,Inner Mongolia,44.0935,113.9448,3/22/20,75,1,74
5885,China,Inner Mongolia,44.0935,113.9448,3/23/20,75,1,74
5886,China,Inner Mongolia,44.0935,113.9448,3/24/20,75,1,74
5887,China,Inner Mongolia,44.0935,113.9448,3/25/20,77,1,74
5888,China,Inner Mongolia,44.0935,113.9448,3/26/20,89,1,74
5889,China,Inner Mongolia,44.0935,113.9448,3/27/20,92,1,74
5890,China,Inner Mongolia,44.0935,113.9448,3/28/20,94,1,74
5891,China,Inner Mongolia,44.0935,113.9448,3/29/20,95,1,74
5892,China,Inner Mongolia,44.0935,113.9448,3/30/20,97,1,74
5893,China,Inner Mongolia,44.0935,113.9448,3/31/20,107,1,74
5894,China,Inner Mongolia,44.0935,113.9448,4/1/20,111,1,74
5895,China,Inner Mongolia,44.0935,113.9448,4/2/20,117,1,74
5896,China,Inner Mongolia,44.0935,113.9448,4/3/20,117,1,74
5897,China,Inner Mongolia,44.0935,113.9448,4/4/20,117,1,74
5898,China,Inner Mongolia,44.0935,113.9448,4/5/20,117,1,74
5899,China,Inner Mongolia,44.0935,113.9448,4/6/20,118,1,74
5900,China,Inner Mongolia,44.0935,113.9448,4/7/20,121,1,74
5901,China,Inner Mongolia,44.0935,113.9448,4/8/20,124,1,74
5902,China,Inner Mongolia,44.0935,113.9448,4/9/20,126,1,79
5903,China,Inner Mongolia,44.0935,113.9448,4/10/20,128,1,79
